source_page_number,source_line_number,character,pinyin,mc_bs,mc_analyzed,oc_bs,gloss,gsr_raw,normalized_gsr,unicode_utf16
170,21,幼,yòu,'jiwH,('- + -jiw C),*ʔiw-s {*[ʔ](r)iw-s},young,1115f,1115f,U+5E7C
170,23,窈,yǎo,'ewX,('- + -ew B),*ʔˤewʔ {*ʔˤ[e]wʔ},'ewX-dewX hidden; deep,1115i,1115i,U+7A88
170,25,隺,hè,howk,(h- + -owk D),*gˤawk {*[g]ˤawk},high,1117a,1117a,U+96BA
170,27,鶴,hè,haewk,(h- + -aewk D),*gˤrawk {*[g]ˤrawk},white (of birds),1117b,1117b,U+9DB4
170,29,鶴,hè,hak,(h- + -ak D),*gˤawk {*[g]ˤawk},crane,1117b,1117b,U+9DB4
170,31,確,què,khaewk,(kh- + -aewk D),*kʰˤrawk {*[k]ʰˤrawk},"solid, firm",1117d,1117d,U+78BA
170,33,虐,nüè,ngjak,(ng- + -jak D),*ŋawk {*[ŋ](r)awk},cruel,1118a,1118a,U+8650
170,35,謔,xuè,xjak,(x- + -jak D),*ŋ̊awk {*ŋ̊(r)awk},"ridicule, jest (v.)",1118d,1118d,U+8B14
170,37,龠,yuè,yak,(y- + -jak D),*lewk,flute; key; tube,1119a,1119a,U+9FA0
170,39,籥,yuè,yak,(y- + -jak D),*lewk,flute; key; tube,1119c,1119c,U+7C65
170,41,勺,sháo,dzyak,(dzy- + -jak D),*m-t-qewk,ladle (n.),1120a,1120a,U+52FA
170,43,勺,zhuó,tsyak,(tsy- + -jak D),*t-qewk,ladle (v.),1120a,1120a,U+52FA
171,1,杓,sháo,dzyak,(dzy- + -jak D),*m-t-qewk,ladle (n.),1120b,1120b,U+6753
171,3,汋,yuè,yak,(y- + -jak D),*m-qewk,ladle (v.),1120c,1120c,U+6C4B
171,5,酌,zhuó,tsyak,(tsy- + -jak D),*t-qewk,pour; deliberate (v.),1120d,1120d,U+914C
171,7,的,dì,tek,(t- + -ek D),*t-lˤewk {*[t-l]ˤewk},bright; mark in a target,1120h,1120h,U+7684
171,9,釣,diào,tewH,(t- + -ew C),*tˤewk-s {*[t]ˤewk-s},to angle,1120k,1120k,U+91E3
171,11,約,yuē,'jak,('- + -jak D),*qewk {*q(r)ewk},"bond, agreement",1120m,1120m,U+7D04
171,13,約,yuē,'jak,('- + -jak D),*qewk {*q(r)ewk},bind,1120m,1120m,U+7D04
171,15,約,yào,'jiewH,('- + -jiew C),*qewk-s,"bond, agreement",1120m,1120m,U+7D04
171,17,爵,jué,tsjak,(ts- + -jak D),*tsewk {*[ts]ewk},"nobility, rank",1121a,1121a,U+7235
171,19,雀,què,tsjak,(ts- + -jak D),*tsewk {*[ts]ewk},sparrow,1122a,1122a,U+96C0
171,21,弱,ruò,nyak,(ny- + -jak D),*newk,weak,1123a,1123a,U+5F31
171,23,溺,nì,nek,(n- + -ek D),*nˤewk,to sink,1123d,1123d,U+6EBA
171,25,溺,niào,newH,(n- + -ew C),*kə.nˤewk-s,urine,1123d,1123d,U+6EBA
171,27,翟,dí,dek,(d- + -ek D),*lˤewk,pheasant,1124a,1124a,U+7FDF
171,29,躍,yuè,yak,(y- + -jak D),*lewk,"leap, jump",1124f,1124f,U+8E8D
171,31,擢,zhuó,draewk,(dr- + -aewk D),*lˤrewk,"pull out, select",1124g,1124g,U+64E2
171,33,濯,zhào,draewH,(dr- + -aew C),*lˤrewk-s,wash clothes,1124h,1124h,U+6FEF
171,35,濯,zhuó,draewk,(dr- + -aewk D),*lˤrewk,wash,1124h,1124h,U+6FEF
171,37,曜,yào,yewH,(y- + -jew C),*lewk-s,shine,1124i,1124i,U+66DC
171,39,燿,yào,yewH,(y- + -jew C),*lewk-s,shine,1124j,1124j,U+71FF
171,41,耀,yào,yewH,(y- + -jew C),*lewk-s,shine,1124k,1124k,U+8000
171,43,櫂,zhào,draewH,(dr- + -aew C),*lˤrewk-s,oar,1124q,1124q,U+6AC2
172,1,樂,lè,lak,(l- + -ak D),*rˤawk {*[rˤ]awk},joy; enjoy,1125a,1125a,U+6A02
172,3,樂,yuè,ngaewk,(ng- + -aewk D),*ŋˤrawk {*[ŋ]ˤrawk},music,1125a,1125a,U+6A02
172,5,轢,lì,lak,(l- + -ak D),*rˤawk {*[r]ˤawk},crush under wheels,1125d,1125d,U+8F62
172,7,轢,lì,lek,(l- + -ek D),*rˤewk {*[r]ˤewk},crush under wheels,1125d,1125d,U+8F62
172,9,櫟,lì,lek,(l- + -ek D),*rˤewk {*[r]ˤewk},oak,1125i,1125i,U+6ADF
172,11,礫,lì,lek,(l- + -ek D),*rˤewk {*[r]ˤewk},pebbles,1125j,1125j,U+792B
172,13,䟏,lì,lek,(l- + -ek D),*rˤewk {*[r]ˤewk},move,1125l,1125l,U+47CF
172,15,䟏,lì,syak,(sy- + -jak D),"*r̥ewk (dial. *r̥- > x-, palatalizing)",move (v.),1125l,1125l,U+47CF
172,17,爍,shuò,syak,(sy- + -jak D),"*r̥ewk (dial. *r̥- > x-, palatalizing)","melt, infuse",1125n,1125n,U+720D
172,19,爍,shuò,syak,(sy- + -jak D),"*r̥ewk (dial. *r̥- > x-, palatalizing)",shine (v.),1125n,1125n,U+720D
172,21,鑠,shuò,syak,(sy- + -jak D),"*r̥ewk (dial. *r̥- > x-, palatalizing)","melt, infuse",1125o,1125o,U+9460
172,23,藥,yào,yak,(y- + -jak D),*m-rewk {*m-r[e]wk},medicinal plant,1125p,1125p,U+85E5
172,25,桌,zhuō,traewk,(tr- + -aewk D),*tˤrawk (no pre-Qin exx.),table,1126,1126,U+684C
172,27,卓,zhuō,traewk,(tr- + -aewk D),*tˤrawk,high; splendid,1126a,1126a,U+5353
172,29,綽,chuò,tsyhak,(tsyh- + -jak D),*tʰawk,"indulgent, gentle",1126g,1126g,U+7DBD
172,31,罩,zhào,traewH,(tr- + -aew C),*tˤrawk-s {*tˤr[a]wk-s},basket for covering,1126i,1126i,U+7F69
172,33,悼,dào,dawH,(d- + -aw C),*dˤawk-s {*[d]ˤawk-s},sad; pity,1126l,1126l,U+60BC
172,35,鑿,záo,dzak,(dz- + -ak D),*dzˤawk {*[dz]ˤawk},chisel,1128a,1128a,U+947F
172,37,高,gāo,kaw,(k- + -aw A),*Cə.kˤaw {*Cə.[k]ˤaw},"high, tall",1129a,1129a,U+9AD8
172,39,稿,gǎo,kawX,(k- + -aw B),*Cə.kˤawʔ {*Cə.[k]ˤawʔ},straw,1129f,1129f,U+7A3F
172,41,膏,gāo,kaw,(k- + -aw A),*Cə.kˤaw {*Cə.[k]ˤaw},lard (n.),1129i,1129i,U+818F
172,43,膏,gāo,kawH,(k- + -aw C),*kˤaw-s {*[k]ˤaw-s},smear with lard (v.),1129i,1129i,U+818F
173,1,犒,kào,khawH,(kh- + -aw C),*kʰˤaw-s {*[kʰ]ˤaw-s},remunerate (soldiers) with food,1129l,1129l,U+7292
173,3,毫,háo,haw,(h- + -aw A),*gˤaw {*[g]ˤaw},fine animal hair,1129m,1129m,U+6BEB
173,5,豪,háo,haw,(h- + -aw A),*gˤaw {*[g]ˤaw},procupine; shaggy animal,1129n,1129n,U+8C6A
173,7,翯,hè,haewk,(h- + -aewk D),*gˤrawk {*[g]ˤrawk},white (of birds),1129v,1129v,U+7FEF
173,9,熬,áo,ngaw,(ng- + -aw A),*ŋˤaw,"fry, roast (v.)",1130h,1130h,U+71AC
173,11,刀,dāo,taw,(t- + -aw A),*C.tˤaw,knife,1131a,1131a,U+5200
173,13,召,zhào,drjewH,(dr- + -jew C),*draw-s {*[d]raw-s},summon,1131e,1131e,U+53EC
173,15,召,shào,dzyewX,(dzy- + -jew B),*dawʔ {*[d]awʔ},(place name),1131e,1131e,U+53EC
173,17,超,chāo,trhjew,(trh- + -jew A),*tʰraw {*tʰr[a]w},"leap over, surpass",1131j,1131j,U+8D85
173,19,昭,zhāo,tsyew,(tsy- + -jew A),*taw,bright,1131m,1131m,U+662D
173,21,炤,zhào,tsyewH,(tsy- + -jew C),*taw-s,shine on,1131n,1131n,U+70A4
173,23,照,zhào,tsyewH,(tsy- + -jew C),*taw-s,shine on,1131o,1131o,U+7167
173,25,沼,zhǎo,tsyewX,(tsy- + -jew B),*tawʔ,pool,1131p,1131p,U+6CBC
173,27,詔,zhào,tsyewH,(tsy- + -jew C),*taw-s,"tell, announce",1131q,1131q,U+8A54
173,29,到,dào,tawH,(t- + -aw C),*tˤawk-s {*tˤaw[k]-s},arrive,1132a,1132a,U+5230
173,31,倒,dào,tawH,(t- + -aw C),*tˤawʔ-s,"turn over, invert; pour",1132c,1132c,U+5012
173,33,倒,dǎo,tawX,(t- + -aw B),*tˤawʔ,turn upside down (v.i.),1132c,1132c,U+5012
173,35,盜,dào,dawH,(d- + -aw C),*dˤaw-s {*[d]ˤaw(k)-s},steal,1133a,1133a,U+76DC
173,37,燥,sào,sawH,(s- + -aw C),*C.sˤawʔ-s,dry,1134d,1134d,U+71E5
173,39,燥,zào,sawX,(s- + -aw B),*C.sˤawʔ,dry,1134d,1134d,U+71E5
173,41,臊,sāo,saw,(s- + -aw A),*m-sˤaw,fat of swine or dog,1134e,1134e,U+81CA
173,43,澡,zǎo,tsawX,(ts- + -aw B),*mə-tsˤawʔ,wash (v.),1134g,1134g,U+6FA1
174,1,繰,zǎo,tsawX,(ts- + -aw B),*mə-tsˤawʔ,bleach; wash,1134i,1134i,U+7E70
174,3,操,cāo,tshawH,(tsh- + -aw C),*tsʰˤawʔ-s {*[tsʰ]ˤawʔ-s},(what is grasped:) principles,1134m,1134m,U+64CD
174,5,操,cāo,tshawX,(tsh- + -aw B),*tsʰˤawʔ {*[tsʰ]ˤawʔ},grasp (v.),1134m,1134m,U+64CD
174,7,藻,zǎo,tsawX,(ts- + -aw B),*tsˤawʔ {*[ts]ˤawʔ},kind of water plant,1134n,1134n,U+85FB
174,9,勞,láo,law,(l- + -aw A),*rˤaw {*[r]ˤaw},toil,1135a,1135a,U+52DE
174,11,勞,lào,lawH,(l- + -aw C),*rˤaw-s {*[r]ˤaw-s},to reward for toil,1135a,1135a,U+52DE
174,13,暴,bào,bawH,(b- + -aw C),*bˤawk-s {*[b]ˤawk-s},violent,1136a,1136a,U+66B4
174,15,暴,pù,buwk,(b- + -uwk D),*m-pˤawk,expose to sun,1136a,1136a,U+66B4
174,17,曝,pù,buwk,(b- + -uwk D),*m-pˤawk,expose to the sun,1136b,1136b,U+66DD
174,19,瀑,bào,buwk,(b- + -uwk D),*bˤawk {*[b]ˤawk},waterfall?,1136c,1136c,U+7011
174,21,毛,máo,maw,(m- + -aw A),*C.mˤaw,hair,1137a,1137a,U+6BDB
174,23,旄,máo,maw,(m- + -aw A),*mˤaw,ox-tail pennon,1137c,1137c,U+65C4
174,25,芼,mào,mawH,(m- + -aw C),*mˤaw-s {*mˤaw(k)-s},cull and cook,1137g,1137g,U+82BC
174,27,喬,qiáo,gjew,(g- + -jew A),*N-kaw {*[N-k](r)aw},"high, tall",1138a,1138a,U+55AC
174,29,橋,qiáo,gjew,(g- + -jew A),*gaw {*[g](r)aw},bridge,1138g,1138g,U+6A4B
174,31,矯,jiǎo,kjewX,(k- + -jew B),*kawʔ {*[k](r)[a]wʔ},falsify,1138l,1138l,U+77EF
174,33,蹻,qiāo,gjak,(g- + -jak D),*gawk {*[g](r)awk},lifting the feet high,1138q,1138q,U+8E7B
174,35,蹻,jué,kjewX,(k- + -jew B),*kawʔ {*k(r)awʔ},martial,1138q,1138q,U+8E7B
174,37,夭,yāo,'jew,('- + -jew A),*ʔaw {*[ʔ](r)aw},CHECK,1141a,1141a,U+592D
174,39,要,yào,'jiewH,('- + -jiew C),*ʔew-s,important,1142a,1142a,U+8981
174,41,腰,yāo,'jiew,('- + -jiew A),*ʔew,waist,1142b,1142b,U+8170
174,43,朝,cháo,drjew,(dr- + -jew A),*m-t<r>aw {*[m]-t<r>aw},(morning) audience at court,1143a,1143a,U+671D
175,1,朝,zhāo,trjew,(tr- + -jew A),*t<r>aw,morning,1143a,1143a,U+671D
175,3,潮,cháo,drjew,(dr- + -jew A),*N-t<r>aw {*[N]-t<r>aw},morning tide,1143d,1143d,U+6F6E
175,5,䍃,yáo,yew,(y- + -jew A),*law,eartheware,1144a,1144a,U+4343
175,7,窰,yáo,yew,(y- + -jew A),*law,kiln,1144b,1144b,U+7AB0
175,9,傜,yáo,yew,(y- + -jew A),*law,public or military service,1144d,1144d,U+509C
175,11,徭,yáo,yew,(y- + -jew A),*law,public or military service,1144e,1144e,U+5FAD
175,13,搖,yáo,yew,(y- + -jew A),*law {*l[a]w},shake,1144g,1144g,U+6416
175,15,謠,yáo,yew,(y- + -jew A),*law,sing; song,1144j,1144j,U+8B20
175,17,兆,zhào,drjewX,(dr- + -jew B),*lrawʔ {*lr[a]wʔ},great number,1145a,1145a,U+5146
175,19,眺,tiào,thewH,(th- + -ew C),*l̥ˤew-s,look from a distance,1145j,1145j,U+773A
175,21,挑,tiǎo,dewX,(d- + -ew B),*lˤewʔ,provoke,1145o,1145o,U+6311
175,23,挑,tiāo,thew,(th- + -ew A),*l̥ˤew,"scratch, stir up",1145o,1145o,U+6311
175,25,桃,táo,daw,(d- + -aw A),*C.lˤaw,peach,1145u,1145u,U+6843
175,27,逃,táo,daw,(d- + -aw A),*lˤaw,flee,1145v,1145v,U+9003
175,29,噍,jiào,dzjewH,(dz- + -jew C),*dzewk-s {*[dz]ewk-s},chew,1148k,1148k,U+564D
175,31,小,xiǎo,sjewX,(s- + -jew B),*sewʔ {*[s]ewʔ},small,1149a,1149a,U+5C0F
175,33,削,xiào,sjewH,(s- + -jew C),*sewk-s {*[s]ewk-s},"scrape, pare",1149c',1149c',U+524A
175,35,少,shào,syewH,(sy- + -jew C),*s-tewʔ-s {*[s-t]ewʔ-s},young,1149e,1149e,U+5C11
175,37,少,shǎo,syewX,(sy- + -jew B),*s.tewʔ {*[s.t]ewʔ},few,1149e,1149e,U+5C11
175,39,肖,xiāo,sjew,(s- + -jew A),*sew {*[s]ew},disappear,1149g,1149g,U+8096
175,41,肖,xiào,sjewH,(s- + -jew C),*sew-s {*[s]ew-s},resemble,1149g,1149g,U+8096
175,43,宵,xiāo,sjew,(s- + -jew A),*sew {*[s]ew},"night, evening",1149h,1149h,U+5BB5
176,1,消,xiāo,sjew,(s- + -jew A),*sew {*[s]ew},dissolve; disappear,1149j,1149j,U+6D88
176,3,逍,xiāo,sjew,(s- + -jew A),*sew {*[s]ew},be at ease,1149m,1149m,U+900D
176,5,霄,xiāo,sjew,(s- + -jew A),*sew {*[s]ew},sleet,1149o,1149o,U+9704
176,7,稍,shào,sraewH,(sr- + -aew C),*srew-s {*[s](ˤ)rew-s},gradually,1149z,1149z,U+7A0D
176,9,笑,xiào,sjewH,(s- + -jew C),*s-law-s,to laugh,1150a,1150a,U+7B11
176,11,僚,liáo,lew,(l- + -ew A),*rˤew {*[r]ˤew},office or position,1151h,1151h,U+50DA
176,13,獶,náo,naw,(n- + -aw A),*nˤu,a kind of monkey,1152b,1152b,U+7376
176,15,表,biǎo,pjewX,(p- + -jew B),*pawʔ {*p(r)awʔ},exterior,1153a,1153a,U+8868
176,17,髟,shān,sraem,(sr- + -aem A),*sˤram {*s[ˤ]ram},long hair,1154a,1154a,U+9ADF
176,19,票,piào,phjiew,(ph- + -jiew A),*pʰew,leaping flames (SW),1157b,1157b,U+7968
176,21,瓢,piáo,bjiew,(b- + -jiew A),*bew {*(Cə.)[b]ew},gourd,1157k,1157k,U+74E2
176,23,眇,miǎo,mjiewX,(m- + -jiew B),*mewʔ,"very small, minute",1158a,1158a,U+7707
176,25,妙,miào,mjiewH,(m- + -jiew C),*mew-s {*mew(ʔ)-s},marvelous,1158b,1158b,U+5999
176,27,杪,miǎo,mjiewX,(m- + -jiew B),*mewʔ,the utmost end,1158c,1158c,U+676A
176,29,渺,miǎo,mjiewX,(m- + -jiew B),*mewʔ {*[m]ewʔ},vast (of water),1158e,1158e,U+6E3A
176,31,苗,miáo,mjew,(m- + -jew A),*maw {*m(r)aw},sprout (n.),1159a,1159a,U+82D7
176,33,貓,māo,maew,(m- + -aew A),*C.mˤraw,cat,1159c,1159c,U+8C93
176,35,廟,miào,mjewH,(m- + -jew C),*mraw-s {*[m]raw-s},a kind of building with side rooms,1160a,1160a,U+5EDF
176,37,徼,jiāo,kew,(k- + -ew A),*kˤew {*[k]ˤew},seek; follow a course,1162d,1162d,U+5FBC
176,39,激,jī,kek,(k- + -ek D),*kˤewk {*[k]ˤewk},dam up and cause to rush up (of water),1162e,1162e,U+6FC0
176,41,堯,yáo,ngew,(ng- + -ew A),*ŋˤew {*[ŋ]ˤew},high,1164a,1164a,U+582F
176,43,曉,xiǎo,xewX,(x- + -ew B),*qʰˤewʔ,understand,1164f,1164f,U+66C9
177,1,翹,qiáo,gjiew,(g- + -jiew A),*gew {*[g]ew} (failure to palatalize is unexplained),long tail-feather,1164h,1164h,U+7FF9
177,3,翹,qiáo,gjiew,(g- + -jiew A),*gew {*[g]ew},raise,1164h,1164h,U+7FF9
177,5,繞,rǎo,nyewH,(ny- + -jew C),*ŋewʔ-s {*[ŋ]ewʔ-s} (< uvular?),to wind round,1164k,1164k,U+7E5E
177,7,繞,rǎo,nyewX,(ny- + -jew B),*ŋewʔ {*[ŋ]ewʔ} (< uvular?),curved,1164k,1164k,U+7E5E
177,9,襓,ráo,nyew,(ny- + -jew A),*ŋew {*[ŋ]ew} (< uvular?),scabbard,1164n,1164n,U+8953
177,11,橈,náo,nraewH,(nr- + -aew C),*nˤrew-s {*[n]ˤrew-s},bent wood,1164p,1164p,U+6A48
177,13,橈,ráo,nyew,(ny- + -jew A),*ŋew {*[ŋ]ew} (< uvular?),oar,1164p,1164p,U+6A48
177,15,鐃,náo,nraew,(nr- + -aew A),*nˤrew {*[n]ˤrew},a kind of bell,1164r,1164r,U+9403
177,17,撓,náo,nraewX,(nr- + -aew B),*nˤ<r>awʔ {*nˤ<r>[a]wʔ},disturb,1164s,1164s,U+6493
177,19,燒,shāo,syew,(sy- + -jew A),*ŋ̊ew {*[ŋ̊]ew},burn,1164t,1164t,U+71D2
177,21,弔,diào,tek,(t- + -ek D),*tˤewk {*tˤ[e]wk},arrive,1165a,1165a,U+5F14
177,23,弔,diào,tewH,(t- + -ew C),*tˤewk-s {*tˤ[e]wk-s},grieved; condole,1165a,1165a,U+5F14
177,25,鉸,jiǎo,kaewX,(k- + -aew B),*mə-kˤrawʔ {*mə-[k]ˤr[a]wʔ},shear; scissors,1166,1166,U+9278
177,27,交,jiāo,kaew,(k- + -aew A),*kˤraw {*[k]ˤraw},cross (v.),1166a,1166a,U+4EA4
177,29,絞,jiǎo,kaewX,(k- + -aew B),*k-rˤiwʔ {*k-rˤ[i]wʔ} (dial. > *krˤ[i]wʔ),twist; strangle,1166k,1166k,U+7D5E
177,31,郊,jiāo,kaew,(k- + -aew A),*kˤraw {*[k]ˤraw},suburb,1166n,1166n,U+90CA
177,33,效,xiào,haewH,(h- + -aew C),*m-kˤraw-s {*m-[k]ˤraw-s},"imitate, follow",1166r,1166r,U+6548
177,35,爻,yáo,haew,(h- + -aew A),*N-kˤraw,change; hexagram,1167a,1167a,U+723B
177,37,爻,yáo,haew,(h- + -aew A),*N-kˤraw,change; hexagram,1167a,1167a,U+723B
177,39,肴,yáo,haew,(h- + -aew A),*gˤraw {*[g]ˤraw},food,1167d,1167d,U+80B4
177,41,教,jiāo,kaew,(k- + -aew A),*kˤraw {*[k]ˤraw},teach,1167i,1167i,U+6559
177,43,教,jiào,kaewH,(k- + -aew C),*s.kˤraw-s,instruction,1167i,1167i,U+6559
178,1,孝,xiào,xaewH,(x- + -aew C),*qʰˤ<r>u-s {*qʰˤ<r>uʔ-s},filial,1168a,1168a,U+5B5D
178,3,鏁,suǒ,swaX,(s- + -wa B),*sˤojʔ {*[s]ˤojʔ},chain,1169,1169,U+93C1
178,5,巢,cháo,dzraew,(dzr- + -aew A),*dzˤraw {*[dz]ˤraw},nest,1169a,1169a,U+5DE2
178,7,剿,jiǎo,tsjewX,(ts- + -jew B),*tsawʔ {*[ts]awʔ},cut off,1169b,1169b,U+527F
178,9,貌,mào,maewH,(m- + -aew C),*mˤrawk-s {*mˤraw()-s},"appearance, manner",1171b,1171b,U+8C8C
178,11,工,gōng,kuwng,(k- + -uwng A),*kˤoŋ,officer,1172a,1172a,U+5DE5
178,13,工,gōng,kuwng,(k- + -uwng A),*kˤoŋ,work,1172a,1172a,U+5DE5
178,15,控,kòng,khuwngH,(kh- + -uwng C),*kʰˤoŋ-s,pull (on bow or reins),1172a',1172a',U+63A7
178,17,鞏,gǒng,kjowngX,(k- + -jowng B),*koŋʔ {*k(r)oŋʔ},bind with leather straps,1172c',1172c',U+978F
178,19,功,gōng,kuwng,(k- + -uwng A),*kˤoŋ,"work, effort",1172d,1172d,U+529F
178,21,恐,kǒng,khjowngX,(kh- + -jowng B),*kʰoŋʔ {*kʰ(r)oŋʔ},fear,1172d',1172d',U+6050
178,23,攻,gōng,kuwng,(k- + -uwng A),*kˤoŋ,work at,1172e,1172e,U+653B
178,25,貢,gòng,kuwngH,(k- + -uwng C),*kˤoŋ-s {*[k]ˤoŋ-s} ( < *[k]ˤom-s),tribute,1172g,1172g,U+8CA2
178,27,鴻,hóng,huwng,(h- + -uwng A),*gˤoŋ {*[g]ˤoŋ},kind of wild goose,1172g',1172g',U+9D3B
178,29,空,kōng,khuwng,(kh- + -uwng A),*kʰˤoŋ,"hollow, empty; hole",1172h,1172h,U+7A7A
178,31,空,kǒng,khuwngX,(kh- + -uwng B),*kʰˤoŋʔ,"hollow, empty; hole",1172h,1172h,U+7A7A
178,33,紅,hóng,huwng,(h- + -uwng A),*gˤoŋ,pink,1172i,1172i,U+7D05
178,35,虹,jiàng,kaewngH,(k- + -aewng C),*kˤroŋ-s,rainbow,1172j,1172j,U+8679
178,37,𢀜,gǒng,kjowngX,(k- + -jowng B),*koŋʔ {*k(r)oŋʔ},embrace,1172p,1172p,U+2201C
178,39,江,jiāng,kaewng,(k- + -aewng A),*kˤroŋ,(Yangzi) river,1172v,1172v,U+6C5F
178,41,項,xiàng,haewngX,(h- + -aewng B),*gˤroŋʔ {*[g]ˤroŋʔ},neck,1172y,1172y,U+9805
178,43,公,gōng,kuwng,(k- + -uwng A),*C.qˤoŋ,"impartial, just; public",1173a,1173a,U+516C
179,1,公,gōng,kuwng,(k- + -uwng A),*C.qˤoŋ,father; prince,1173a,1173a,U+516C
179,3,瓮,wèng,'uwngH,('- + -uwng C),*qˤoŋ-s,earthen jar,1173g,1173g,U+74EE
179,5,孔,kǒng,khuwngX,(kh- + -uwng B),*kʰˤoŋʔ {*[k]ʰˤoŋʔ},(surname),1174a,1174a,U+5B54
179,7,東,dōng,tuwng,(t- + -uwng A),*tˤoŋ,east,1175a,1175a,U+6771
179,9,凍,dòng,tuwngH,(t- + -uwng C),*tˤoŋ-s,freeze,1175e,1175e,U+51CD
179,11,同,tóng,duwng,(d- + -uwng A),*lˤoŋ,"together, join",1176a,1176a,U+540C
179,13,筒,tǒng,duwng,(d- + -uwng A),*lˤoŋ,tube,1176g,1176g,U+7B52
179,15,送,sòng,suwngH,(s- + -uwng C),*sˤoŋ-s {*[s]ˤoŋ-s},"escort (v.), send",1179a,1179a,U+9001
179,17,弄,nòng,luwngH,(l- + -uwng C),*rˤoŋ-s {*[r]ˤoŋ-s},"manipulate, play with",1180a,1180a,U+5F04
179,19,蒙,méng,muwng,(m- + -uwng A),*mˤoŋ,cover (v.),1181a,1181a,U+8499
179,21,廾,gǒng,kjowngX,(k- + -jowng B),*koŋʔ {*k(r)oŋʔ},join the hands,1182a,1182a,U+5EFE
179,23,𠬞,gǒng,kjowngX,(k- + -jowng B),*koŋʔ {*k(r)oŋʔ},join the hands,1182b,1182b,U+20B1E
179,25,共,gòng,gjowngH,(g- + -jowng C),*N-koŋʔ-s {*N-k(r)oŋʔ-s},"together, all",1182c,1182c,U+5171
179,27,拱,gǒng,kjowngX,(k- + -jowng B),*k<r>oŋʔ,join the hands,1182e,1182e,U+62F1
179,29,供,gōng,kjowng,(k- + -jowng A),*k<r>oŋ,"furnish; serve, offer",1182f,1182f,U+4F9B
179,31,龏,gōng,kjowng,(k- + -jowng A),*k<r>oŋ,respectful,1182g,1182g,U+9F8F
179,33,龔,gōng,kjowng,(k- + -jowng A),*k<r>oŋ,respectful,1182k,1182k,U+9F94
179,35,恭,gōng,kjowng,(k- + -jowng A),*k<r>oŋ,respectful,1182l,1182l,U+606D
179,37,拲,gǒng,kjowngX,(k- + -jowng B),*koŋʔ {*k(<r>)oŋʔ},manacles,1182m,1182m,U+62F2
179,39,鬨,hòng,huwngH,(h- + -uwng C),*gˤoŋ-s {*[g]ˤoŋ-s},"quarrel, fight",1182p,1182p,U+9B28
179,41,巷,xiàng,haewngH,(h- + -aewng C),*C.gˤroŋ-s,"lane, street",1182s,1182s,U+5DF7
179,43,凶,xiōng,xjowng,(x- + -jowng A),*qʰoŋ {*qʰ(r)oŋ},unlucky,1183a,1183a,U+51F6
180,1,訩,xiōng,xjowng,(x- + -jowng A),*qʰoŋ {*qʰ(r)oŋ},litigate,1183c,1183c,U+8A29
180,3,癰,yōng,'jowng,('- + -jowng A),*qoŋ {*q(r)oŋ},ulcer,1184l,1184l,U+7670
180,5,甕,wèng,'uwngH,('- + -uwng C),*qˤoŋ-s {*[q]ˤoŋ-s},earthen jar,1184p,1184p,U+7515
180,7,用,yòng,yowngH,(y- + -jowng C),*m.loŋ-s,use (v.),1185a,1185a,U+7528
180,9,俑,yǒng,yowngX,(y- + -jowng B),*loŋʔ,grave figures,1185j,1185j,U+4FD1
180,11,勇,yǒng,yowngX,(y- + -jowng B),*loŋʔ,brave,1185k,1185k,U+52C7
180,13,踊,yǒng,yowngX,(y- + -jowng B),*loŋʔ,leap,1185n,1185n,U+8E0A
180,15,誦,sòng,zjowngH,(z- + -jowng C),*sə-loŋ-s {*sə-[l]oŋ-s},recite,1185o,1185o,U+8AA6
180,17,痛,tòng,thuwngH,(th- + -uwng C),*l̥ˤoŋ-s,to be pained,1185q,1185q,U+75DB
180,19,通,tōng,thuwng,(th- + -uwng A),*l̥ˤoŋ,penetrate,1185r,1185r,U+901A
180,21,傭,yōng,yowng,(y- + -jowng A),*loŋ,hire,1185y,1185y,U+50AD
180,23,容,róng,yowng,(y- + -jowng A),*ɢoŋ {*[ɢ](r)oŋ},contain,1187a,1187a,U+5BB9
180,25,容,róng,yowng,(y- + -jowng A),*ɢoŋ {*[ɢ](r)oŋ},appearance,1187a,1187a,U+5BB9
180,27,重,chóng,drjowng,(dr- + -jowng A),*m-troŋ {*[m]-troŋ},repeat; double,1188a,1188a,U+91CD
180,29,重,zhòng,drjowngH,(dr- + -jowng C),*N-t<r>oŋʔ-s,weight (n.),1188a,1188a,U+91CD
180,31,重,zhòng,drjowngX,(dr- + -jowng B),*N-t<r>oŋʔ,heavy,1188a,1188a,U+91CD
180,33,種,zhòng,tsyowngH,(tsy- + -jowng C),*toŋʔ-s {*(mə-)toŋʔ-s},sow (v.),1188d,1188d,U+7A2E
180,35,種,zhǒng,tsyowngX,(tsy- + -jowng B),*k.toŋʔ,seed,1188d,1188d,U+7A2E
180,37,腫,zhǒng,tsyowngX,(tsy- + -jowng B),*toŋʔ,"swell, swollen; tumor",1188e,1188e,U+816B
180,39,撞,chuáng,draewng,(dr- + -aewng A),*N-tˤ<r>oŋ {*[N-t]ˤ<r>oŋ},strike,1188f',1188f',U+649E
180,41,撞,zhuàng,draewngH,(dr- + -aewng C),*N-tˤ<r>oŋ-s,strike,1188f',1188f',U+649E
180,43,鍾,zhōng,tsyowng,(tsy- + -jowng A),*toŋ,accumulate; repeat,1188g,1188g,U+937E
